SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
UNICHEMLAB.NS,Unichem Laboratories Limited,EQ,7-Feb-01,2,1,INE351A01035,2
UNIDT.NS,United Drilling Tools Limited,EQ,25-Sep-20,10,1,INE961D01019,10
UNIENTER.NS,Uniphos Enterprises Limited,EQ,23-Jan-04,2,1,INE037A01022,2
UNIINFO.NS,Uniinfo Telecom Services Limited,EQ,12-Jan-22,10,1,INE481Z01011,10
UNIONBANK.NS,Union Bank of India,EQ,24-Sep-02,10,1,INE692A01016,10
UNIPARTS.NS,Uniparts India Limited,EQ,12-Dec-22,10,1,INE244O01017,10
UNITECH.NS,Unitech Limited,BZ,8-Sep-99,2,1,INE694A01020,2
UNITEDPOLY.NS,United Polyfab Gujarat Limited,BE,31-Dec-21,10,1,INE368U01011,10
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-15,10,1,INE458F01011,10
UNIVASTU.NS,Univastu India Limited,EQ,22-Jun-20,10,1,INE562X01013,10
UNIVCABLES.NS,Universal Cables Limited,EQ,17-May-95,10,1,INE279A01012,10
UNIVPHOTO.NS,Universus Photo Imagings Limited,EQ,14-Feb-20,10,1,INE03V001013,10
UNOMINDA.NS,UNO Minda Limited,EQ,2-Feb-07,2,1,INE405E01023,2
UPL.NS,UPL Limited,EQ,23-Jan-04,2,1,INE628A01036,2
URJA.NS,Urja Global Limited,EQ,28-Mar-17,1,1,INE550C01020,1
USHAMART.NS,Usha Martin Limited,EQ,11-Oct-00,1,1,INE228A01035,1
USK.NS,Udayshivakumar Infra Limited,EQ,3-Apr-23,10,1,INE0N0Y01013,10
UTIAMC.NS,UTI Asset Management Company Limited,EQ,12-Oct-20,10,1,INE094J01016,10
UTTAMSUGAR.NS,Uttam Sugar Mills Limited,EQ,10-Apr-06,10,1,INE786F01031,10
V2RETAIL.NS,V2 Retail Limited,EQ,4-Jul-07,10,1,INE945H01013,10
VADILALIND.NS,Vadilal Industries Limited,EQ,15-Jun-11,10,1,INE694D01016,10
VAIBHAVGBL.NS,Vaibhav Global Limited,EQ,5-Apr-04,2,1,INE884A01027,2
VAISHALI.NS,Vaishali Pharma Limited,EQ,15-Jan-20,10,1,INE972X01014,10
VAKRANGEE.NS,Vakrangee Limited,EQ,3-Apr-06,1,1,INE051B01021,1
VALIANTORG.NS,Valiant Organics Limited,EQ,23-Jul-21,10,1,INE565V01010,10
VARDHACRLC.NS,Vardhman Acrylics Limited,EQ,30-Sep-03,10,1,INE116G01013,10
VARDMNPOLY.NS,Vardhman Polytex Limited,BE,12-May-03,10,1,INE835A01011,10
VARROC.NS,Varroc Engineering Limited,EQ,6-Jul-18,1,1,INE665L01035,1
VASCONEQ.NS,Vascon Engineers Limited,EQ,15-Feb-10,10,1,INE893I01013,10
VASWANI.NS,Vaswani Industries Limited,EQ,20-Sep-11,10,1,INE590L01019,10
VBL.NS,Varun Beverages Limited,EQ,8-Nov-16,10,1,INE200M01013,10
VCL.NS,Vaxtex Cotfab Limited,EQ,19-Apr-22,1,1,INE098201036,1
VEDL.NS,Vedanta Limited,EQ,13-May-98,1,1,INE205A01025,1
VENKEYS.NS,Venky's (India) Limited,EQ,28-Jul-03,10,1,INE398A01010,10
VENUSPIPES.NS,Venus Pipes & Tubes Limited,EQ,24-May-22,10,1,INE0JA001018,10
VENUSREM.NS,Venus Remedies Limited,EQ,20-Dec-06,10,1,INE411B01019,10
VERANDA.NS,Veranda Learning Solutions Limited,EQ,11-Apr-22,10,1,INE0IQ001011,10
VERTOZ.NS,Vertoz Advertising Limited,EQ,14-May-20,10,1,INE188Y01015,10
VESUVIUS.NS,Vesuvius India Limited,EQ,4-Oct-02,10,1,INE386A01015,10
VETO.NS,Veto Switchgears And Cables Limited,EQ,29-Apr-15,10,1,INE918N01018,10
VGUARD.NS,V-Guard Industries Limited,EQ,13-Mar-08,1,1,INE951I01027,1
VHL.NS,Vardhman Holdings Limited,EQ,30-Jun-05,10,1,INE701A01023,10
VICEROY.NS,Viceroy Hotels Limited,BZ,21-Aug-07,10,1,INE048C01017,10
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,EQ,2-Mar-16,1,1,INE632C01026,1
VIJAYA.NS,Vijaya Diagnostic Centre Limited,EQ,14-Sep-21,1,1,INE043W01024,1
VIJIFIN.NS,Viji Finance Limited,EQ,11-Jul-16,1,1,INE159N01027,1
VIKASECO.NS,Vikas EcoTech Limited,EQ,12-Dec-11,1,1,INE806A01020,1
VIKASLIFE.NS,Vikas Lifecare Limited,EQ,8-May-19,1,1,INE161L01027,1
VIKASWSP.NS,Vikas WSP Limited,BZ,10-May-95,1,1,INE706A01022,1
VIMTALABS.NS,Vimta Labs Limited,EQ,15-Dec-05,2,1,INE579C01029,2
VINATIORGA.NS,Vinati Organics Limited,EQ,28-Jul-09,1,1,INE410B01037,1
VINDHYATEL.NS,Vindhya Telelinks Limited,EQ,8-Feb-95,10,1,INE707A01012,10
VINEETLAB.NS,Vineet Laboratories Limited,EQ,15-Jun-21,10,1,INE505Y01010,10
VINNY.NS,Vinny Overseas Limited,BE,28-Nov-22,1,1,INE01KI01027,1
VINYLINDIA.NS,Vinyl Chemicals (India) Limited,EQ,21-Jul-08,1,1,INE250B01029,1
VIPCLOTHNG.NS,VIP Clothing Limited,EQ,6-Aug-07,2,1,INE450G01024,2
VIPIND.NS,VIP Industries Limited,EQ,2-Mar-05,2,1,INE054A01027,2
VIPULLTD.NS,Vipul Limited,EQ,23-Apr-15,1,1,INE946H01037,1
VISAKAIND.NS,Visaka Industries Limited,EQ,28-Aug-96,10,1,INE392A01013,10
VISASTEEL.NS,Visa Steel Limited,BE,17-Mar-06,10,1,INE286H01012,10
VISESHINFO.NS,Visesh Infotecnics Limited,EQ,14-Jan-00,1,1,INE861A01058,1
VISHAL.NS,Vishal Fabrics Limited,EQ,19-Aug-19,5,1,INE755Q01025,5
VISHNU.NS,Vishnu Chemicals Limited,EQ,5-Mar-15,2,1,INE270I01022,2
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,EQ,15-Oct-19,2,1,INE430N01022,2
VIVIDHA.NS,Visagar Polytex Limited,BE,21-May-13,1,1,INE370E01029,1
VLSFINANCE.NS,VLS Finance Limited,EQ,25-May-95,10,1,INE709A01018,10
VMART.NS,V-Mart Retail Limited,EQ,20-Feb-13,10,1,INE665J01013,10
VOLTAMP.NS,Voltamp Transformers Limited,EQ,20-Sep-06,10,1,INE540H01012,10
VOLTAS.NS,Voltas Limited,EQ,12-Apr-95,1,1,INE226A01021,1
VRLLOG.NS,VRL Logistics Limited,EQ,30-Apr-15,10,1,INE366I01010,10
VSSL.NS,Vardhman Special Steels Limited,EQ,17-May-12,10,1,INE050M01012,10
VSTIND.NS,VST Industries Limited,EQ,5-Sep-03,10,1,INE710A01016,10
VSTTILLERS.NS,V.S.T Tillers Tractors Limited,EQ,20-Jun-11,10,1,INE764D01017,10
VTL.NS,Vardhman Textiles Limited,EQ,14-Jan-03,2,1,INE825A01020,2
WABAG.NS,VA Tech Wabag Limited,EQ,13-Oct-10,2,1,INE956G01038,2
WALCHANNAG.NS,Walchandnagar Industries Limited,EQ,18-Sep-96,2,1,INE711A01022,2
WANBURY.NS,Wanbury Limited,BE,29-Jan-07,10,1,INE107F01022,10
WATERBASE.NS,Waterbase Limited,EQ,8-Feb-95,10,1,INE054C01015,10
WEALTH.NS,Wealth First Portfolio Managers Limited,EQ,20-Jan-21,10,1,INE658T01017,10
WEBELSOLAR.NS,Websol Energy System Limited,EQ,15-May-07,10,1,INE855C01015,10
WEIZMANIND.NS,Weizmann Limited,EQ,10-May-95,10,1,INE080A01014,10
WEL.NS,Wonder Electricals Limited,EQ,17-Jan-22,10,1,INE02WG01016,10
WELCORP.NS,Welspun Corp Limited,EQ,24-May-05,5,1,INE191B01025,5
WELENT.NS,Welspun Enterprises Limited,EQ,4-Nov-04,10,1,INE625G01013,10
WELINV.NS,Welspun Investments and Commercials Limited,EQ,20-Sep-10,10,1,INE389K01018,10
WELSPUNIND.NS,Welspun India Limited,EQ,4-Dec-03,1,1,INE192B01031,1
WENDT.NS,Wendt (India) Limited,EQ,7-Aug-06,10,1,INE274C01019,10
WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,EQ,19-Aug-19,2,1,INE274F01020,2
WEWIN.NS,WE WIN LIMITED,EQ,15-Jun-22,10,1,INE082W01014,10
WHEELS.NS,Wheels India Limited,EQ,7-Apr-00,10,1,INE715A01015,10
WHIRLPOOL.NS,Whirlpool of India Limited,EQ,6-Apr-10,10,1,INE716A01013,10
WILLAMAGOR.NS,Williamson Magor & Company Limited,EQ,8-Feb-95,10,1,INE210A01017,10
WINDLAS.NS,Windlas Biotech Limited,EQ,16-Aug-21,5,1,INE0H5O01029,5
WINDMACHIN.NS,Windsor Machines Limited,EQ,17-Aug-11,2,1,INE052A01021,2
WINPRO.NS,WinPro Industries Limited,EQ,19-Aug-19,5,1,INE974C01022,5
WIPL.NS,The Western India Plywoods Limited,BE,17-Apr-17,10,1,INE215F01023,10
WIPRO.NS,Wipro Limited,EQ,8-Nov-95,2,1,INE075A01022,2
WOCKPHARMA.NS,Wockhardt Limited,EQ,23-Feb-00,5,1,INE049B01025,5
WONDERLA.NS,Wonderla Holidays Limited,EQ,9-May-14,10,1,INE066O01014,10
WORTH.NS,Worth Peripherals Limited,EQ,4-Aug-20,10,1,INE196Y01018,10
WSI.NS,W S Industries (I) Limited,EQ,1-Aug-07,10,1,INE100D01014,10
WSTCSTPAPR.NS,West Coast Paper Mills Limited,EQ,17-Jan-01,2,1,INE976A01021,2
XCHANGING.NS,Xchanging Solutions Limited,EQ,9-Mar-05,10,1,INE692G01013,10
XELPMOC.NS,Xelpmoc Design And Tech Limited,BE,4-Feb-19,10,1,INE01P501012,10
XPROINDIA.NS,Xpro India Limited,EQ,27-Apr-04,10,1,INE445C01015,10
YAARI.NS,Yaari Digital Integrated Services Limited,EQ,18-Aug-11,2,1,INE126M01010,2
YESBANK.NS,Yes Bank Limited,EQ,12-Jul-05,2,1,INE528G01035,2
YUKEN.NS,Yuken India Limited,EQ,2-Sep-21,10,1,INE384C01016,10
ZEEL.NS,Zee Entertainment Enterprises Limited,EQ,9-Sep-98,1,1,INE256A01028,1
ZEELEARN.NS,Zee Learn Limited,EQ,20-Dec-10,1,1,INE565L01011,1
ZEEMEDIA.NS,Zee Media Corporation Limited,EQ,10-Jan-07,1,1,INE966H01019,1
ZENITHEXPO.NS,Zenith Exports Limited,BE,10-Jul-96,10,1,INE058B01018,10
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,BE,30-Apr-07,10,1,INE318D01020,10
ZENSARTECH.NS,Zensar Technologies Limited,EQ,9-Jul-03,2,1,INE520A01027,2
ZENTEC.NS,Zen Technologies Limited,EQ,30-Mar-15,1,1,INE251B01027,1
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,EQ,1-Oct-08,5,1,INE342J01019,5
ZIMLAB.NS,Zim Laboratories Limited,EQ,25-Nov-22,10,1,INE518E01015,10
ZODIAC.NS,Zodiac Energy Limited,BE,14-Dec-21,10,1,INE761Y01019,10
ZODIACLOTH.NS,Zodiac Clothing Company Limited,EQ,27-Sep-95,10,1,INE206B01013,10
ZOMATO.NS,Zomato Limited,EQ,23-Jul-21,1,1,INE758T01015,1
ZOTA.NS,Zota Health Care LImited,EQ,19-Aug-19,10,1,INE358U01012,10
ZUARI.NS,Zuari Agro Chemicals Limited,EQ,27-Nov-12,10,1,INE840M01016,10
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,EQ,12-Apr-95,10,1,INE217A01012,10
ZYDUSLIFE.NS,Zydus Lifesciences Limited,EQ,18-Apr-00,1,1,INE010B01027,1
ZYDUSWELL.NS,Zydus Wellness Limited,EQ,13-Nov-09,10,1,INE768C01010,10
