,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SYMBOL1
303,CDSL.NS,Central Depository Services (India) Limited,EQ,30-Jun-17,10.0,1,INE736A01011,10,CDSL
304,CEATLTD.NS,CEAT Limited,EQ,1-Feb-08,10.0,1,INE482A01020,10,CEATLTD
305,CELEBRITY.NS,Celebrity Fashions Limited,EQ,12-Jan-06,10.0,1,INE185H01016,10,CELEBRITY
306,CENTENKA.NS,Century Enka Limited,EQ,10-May-95,10.0,1,INE485A01015,10,CENTENKA
307,CENTEXT.NS,Century Extrusions Limited,EQ,20-Jul-04,1.0,1,INE281A01026,1,CENTEXT
308,CENTRALBK.NS,Central Bank of India,EQ,21-Aug-07,10.0,1,INE483A01010,10,CENTRALBK
309,CENTRUM.NS,Centrum Capital Limited,EQ,4-Apr-18,1.0,1,INE660C01027,1,CENTRUM
310,CENTUM.NS,Centum Electronics Limited,EQ,5-Oct-07,10.0,1,INE320B01020,10,CENTUM
311,CENTURYPLY.NS,Century Plyboards (India) Limited,EQ,23-Mar-06,1.0,1,INE348B01021,1,CENTURYPLY
312,CENTURYTEX.NS,Century Textiles & Industries Limited,EQ,27-Jun-03,10.0,1,INE055A01016,10,CENTURYTEX
313,CERA.NS,Cera Sanitaryware Limited,EQ,2-Nov-07,5.0,1,INE739E01017,5,CERA
314,CEREBRAINT.NS,Cerebra Integrated Technologies Limited,EQ,26-Jun-13,10.0,1,INE345B01019,10,CEREBRAINT
315,CESC.NS,CESC Limited,EQ,8-Feb-95,1.0,1,INE486A01021,1,CESC
316,CGCL.NS,Capri Global Capital Limited,EQ,29-Oct-10,2.0,1,INE180C01026,2,CGCL
317,CGPOWER.NS,CG Power and Industrial Solutions Limited,EQ,1-Mar-95,2.0,1,INE067A01029,2,CGPOWER
318,CHALET.NS,Chalet Hotels Limited,EQ,7-Feb-19,10.0,1,INE427F01016,10,CHALET
319,CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,EQ,14-Jun-95,10.0,1,INE085A01013,10,CHAMBLFERT
320,CHEMBOND.NS,Chembond Chemicals Ltd,EQ,20-Nov-19,5.0,1,INE995D01025,5,CHEMBOND
321,CHEMCON.NS,Chemcon Speciality Chemicals Limited,EQ,1-Oct-20,10.0,1,INE03YM01018,10,CHEMCON
322,CHEMFAB.NS,Chemfab Alkalis Limited,EQ,25-Apr-18,10.0,1,INE783X01023,10,CHEMFAB
323,CHEMPLASTS.NS,Chemplast Sanmar Limited,EQ,24-Aug-21,5.0,1,INE488A01050,5,CHEMPLASTS
324,CHENNPETRO.NS,Chennai Petroleum Corporation Limited,EQ,7-Jun-00,10.0,1,INE178A01016,10,CHENNPETRO
325,CHEVIOT.NS,Cheviot Company Limited,EQ,20-Jun-22,10.0,1,INE974B01016,10,CHEVIOT
326,CHOICEIN.NS,Choice International Limited,EQ,8-Apr-22,10.0,1,INE102B01014,10,CHOICEIN
327,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,EQ,15-May-96,2.0,1,INE121A01024,2,CHOLAFIN
328,CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,EQ,25-Sep-17,1.0,1,INE149A01033,1,CHOLAHLDNG
329,CIGNITITEC.NS,Cigniti Technologies Limited,EQ,13-Oct-14,10.0,1,INE675C01017,10,CIGNITITEC
330,CINELINE.NS,Cineline India Limited,EQ,13-Jun-12,5.0,1,INE704H01022,5,CINELINE
331,CINEVISTA.NS,Cinevista Limited,EQ,2-May-00,2.0,1,INE039B01026,2,CINEVISTA
332,CIPLA.NS,Cipla Limited,EQ,8-Feb-95,2.0,1,INE059A01026,2,CIPLA
333,CLEAN.NS,Clean Science and Technology Limited,EQ,19-Jul-21,1.0,1,INE227W01023,1,CLEAN
334,CLEDUCATE.NS,CL Educate Limited,EQ,31-Mar-17,5.0,1,INE201M01029,5,CLEDUCATE
335,CLSEL.NS,Chaman Lal Setia Exports Limited,EQ,12-May-21,2.0,1,INE419D01026,2,CLSEL
336,CMICABLES.NS,CMI Limited,BE,29-Nov-16,10.0,1,INE981B01011,10,CMICABLES
337,CMSINFO.NS,CMS Info Systems Limited,EQ,31-Dec-21,10.0,1,INE925R01014,10,CMSINFO
338,COALINDIA.NS,Coal India Limited,EQ,4-Nov-10,10.0,1,INE522F01014,10,COALINDIA
339,COASTCORP.NS,Coastal Corporation Limited,EQ,8-Oct-21,10.0,1,INE377E01016,10,COASTCORP
340,COCHINSHIP.NS,Cochin Shipyard Limited,EQ,11-Aug-17,10.0,1,INE704P01017,10,COCHINSHIP
341,COFFEEDAY.NS,Coffee Day Enterprises Limited,EQ,2-Nov-15,10.0,1,INE335K01011,10,COFFEEDAY
342,COFORGE.NS,Coforge Limited,EQ,30-Aug-04,10.0,1,INE591G01017,10,COFORGE
343,COLPAL.NS,Colgate Palmolive (India) Limited,EQ,17-Dec-07,1.0,1,INE259A01022,1,COLPAL
344,COMPINFO.NS,Compuage Infocom Limited,EQ,7-Jul-16,2.0,1,INE070C01037,2,COMPINFO
345,COMPUSOFT.NS,Compucom Software Limited,EQ,2-Mar-12,2.0,1,INE453B01029,2,COMPUSOFT
346,CONCOR.NS,Container Corporation of India Limited,EQ,7-May-97,5.0,1,INE111A01025,5,CONCOR
347,CONFIPET.NS,Confidence Petroleum India Limited,EQ,13-Jun-19,1.0,1,INE552D01024,1,CONFIPET
348,CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,EQ,29-Mar-05,10.0,1,INE025A01027,10,CONSOFINVT
349,CONTROLPR.NS,Control Print Limited,EQ,24-Jun-16,10.0,1,INE663B01015,10,CONTROLPR
350,CORALFINAC.NS,Coral India Finance & Housing Limited,EQ,25-Mar-96,2.0,1,INE558D01021,2,CORALFINAC
351,CORDSCABLE.NS,Cords Cable Industries Limited,EQ,13-Feb-08,10.0,1,INE792I01017,10,CORDSCABLE
352,COROMANDEL.NS,Coromandel International Limited,EQ,31-May-95,1.0,1,INE169A01031,1,COROMANDEL
353,COSMOFIRST.NS,COSMO FIRST LIMITED,EQ,25-May-95,10.0,1,INE757A01017,10,COSMOFIRST
354,COUNCODOS.NS,Country Condo's Limited,EQ,22-Jan-09,1.0,1,INE695B01025,1,COUNCODOS
355,CRAFTSMAN.NS,Craftsman Automation Limited,EQ,25-Mar-21,5.0,1,INE00LO01017,5,CRAFTSMAN
356,CREATIVE.NS,Creative Newtech Limited,EQ,5-Aug-19,10.0,1,INE985W01018,10,CREATIVE
357,CREATIVEYE.NS,Creative Eye Limited,BE,20-Dec-00,5.0,1,INE230B01021,5,CREATIVEYE
358,CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,EQ,23-Aug-18,10.0,1,INE741K01010,10,CREDITACC
359,CREST.NS,Crest Ventures Limited,EQ,27-Dec-06,10.0,1,INE559D01011,10,CREST
360,CRISIL.NS,CRISIL Limited,EQ,28-Jun-95,1.0,1,INE007A01025,1,CRISIL
361,CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,EQ,13-May-16,2.0,1,INE299U01018,2,CROMPTON
362,CROWN.NS,Crown Lifters Limited,EQ,8-Feb-22,10.0,1,INE491V01019,10,CROWN
363,CSBBANK.NS,CSB Bank Limited,EQ,4-Dec-19,10.0,1,INE679A01013,10,CSBBANK
364,CSLFINANCE.NS,CSL Finance Limited,EQ,21-Jul-22,10.0,1,INE718F01018,10,CSLFINANCE
365,CTE.NS,Cambridge Technology Enterprises Limited,EQ,7-Feb-07,10.0,1,INE627H01017,10,CTE
366,CUB.NS,City Union Bank Limited,EQ,25-Aug-98,1.0,1,INE491A01021,1,CUB
367,CUBEXTUB.NS,Cubex Tubings Limited,EQ,24-Apr-96,10.0,1,INE144D01012,10,CUBEXTUB
368,CUMMINSIND.NS,Cummins India Limited,EQ,29-Mar-95,2.0,1,INE298A01020,2,CUMMINSIND
369,CUPID.NS,Cupid Limited,EQ,16-Sep-16,10.0,1,INE509F01011,10,CUPID
370,CYBERMEDIA.NS,Cyber Media (India) Limited,EQ,10-Jun-05,10.0,1,INE278G01037,10,CYBERMEDIA
371,CYBERTECH.NS,Cybertech Systems And Software Limited,EQ,27-Jan-99,10.0,1,INE214A01019,10,CYBERTECH
372,CYIENT.NS,Cyient Limited,EQ,30-Sep-98,5.0,1,INE136B01020,5,CYIENT
373,DAAWAT.NS,LT Foods Limited,EQ,18-Dec-06,1.0,1,INE818H01020,1,DAAWAT
374,DABUR.NS,Dabur India Limited,EQ,28-Apr-99,1.0,1,INE016A01026,1,DABUR
375,DALBHARAT.NS,Dalmia Bharat Limited,EQ,22-Jan-19,2.0,1,INE00R701025,2,DALBHARAT
376,DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,EQ,17-Jan-96,2.0,1,INE495A01022,2,DALMIASUG
377,DAMODARIND.NS,Damodar Industries Limited,EQ,4-Jul-16,5.0,1,INE497D01022,5,DAMODARIND
378,DANGEE.NS,Dangee Dums Limited,EQ,13-Nov-20,1.0,1,INE688Y01022,1,DANGEE
379,DATAMATICS.NS,Datamatics Global Services Limited,EQ,7-May-04,5.0,1,INE365B01017,5,DATAMATICS
380,DATAPATTNS.NS,Data Patterns (India) Limited,EQ,24-Dec-21,2.0,1,INE0IX101010,2,DATAPATTNS
381,DBCORP.NS,D.B.Corp Limited,EQ,6-Jan-10,10.0,1,INE950I01011,10,DBCORP
382,DBL.NS,Dilip Buildcon Limited,EQ,11-Aug-16,10.0,1,INE917M01012,10,DBL
383,DBOL.NS,Dhampur Bio Organics Limited,EQ,8-Sep-22,10.0,1,INE0I3401014,10,DBOL
384,DBREALTY.NS,D B Realty Limited,EQ,24-Feb-10,10.0,1,INE879I01012,10,DBREALTY
385,DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,EQ,29-Feb-12,2.0,1,INE921B01025,2,DBSTOCKBRO
386,DCAL.NS,Dishman Carbogen Amcis Limited,EQ,21-Sep-17,2.0,1,INE385W01011,2,DCAL
387,DCBBANK.NS,DCB Bank Limited,EQ,27-Oct-06,10.0,1,INE503A01015,10,DCBBANK
388,DCI.NS,Dc Infotech And Communication Limited,EQ,19-Oct-22,10.0,1,INE0A1101019,10,DCI
389,DCM.NS,DCM  Limited,EQ,29-Mar-95,10.0,1,INE498A01018,10,DCM
390,DCMFINSERV.NS,DCM Financial Services Limited,BE,21-May-97,10.0,1,INE891B01012,10,DCMFINSERV
391,DCMNVL.NS,DCM Nouvelle Limited,EQ,16-Jul-19,10.0,1,INE08KP01019,10,DCMNVL
392,DCMSHRIRAM.NS,DCM Shriram Limited,EQ,12-Apr-95,2.0,1,INE499A01024,2,DCMSHRIRAM
393,DCMSRIND.NS,DCM Shriram Industries Limited,EQ,24-Dec-21,2.0,1,INE843D01027,2,DCMSRIND
394,DCW.NS,DCW Limited,EQ,25-May-95,2.0,1,INE500A01029,2,DCW
395,DCXINDIA.NS,DCX Systems Limited,EQ,11-Nov-22,2.0,1,INE0KL801015,2,DCXINDIA
396,DECCANCE.NS,Deccan Cements Limited,EQ,2-Aug-07,5.0,1,INE583C01021,5,DECCANCE
397,DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-Jan-03,10.0,1,INE501A01019,10,DEEPAKFERT
398,DEEPAKNTR.NS,Deepak Nitrite Limited,EQ,29-Sep-10,2.0,1,INE288B01029,2,DEEPAKNTR
399,DEEPENR.NS,DEEP ENERGY RESOURCES LIMITED,EQ,9-Mar-10,10.0,1,INE677H01012,10,DEEPENR
400,DEEPINDS.NS,Deep Industries Limited,EQ,27-Apr-21,5.0,1,INE0FHS01024,5,DEEPINDS
401,DELHIVERY.NS,Delhivery Limited,EQ,24-May-22,1.0,1,INE148O01028,1,DELHIVERY
402,DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,EQ,28-Jun-11,10.0,1,INE726L01019,10,DELPHIFX
403,DELTACORP.NS,Delta Corp Limited,EQ,2-Nov-07,1.0,1,INE124G01033,1,DELTACORP
404,DELTAMAGNT.NS,Delta Manufacturing Limited,EQ,18-Oct-95,10.0,1,INE393A01011,10,DELTAMAGNT
405,DEN.NS,Den Networks Limited,EQ,24-Nov-09,10.0,1,INE947J01015,10,DEN
406,DENORA.NS,De Nora India Limited,EQ,7-Aug-97,10.0,1,INE244A01016,10,DENORA
407,DEVIT.NS,Dev Information Technology Limited,EQ,15-Feb-22,5.0,1,INE060X01026,5,DEVIT
408,DEVYANI.NS,Devyani International Limited,EQ,16-Aug-21,1.0,1,INE872J01023,1,DEVYANI
409,DGCONTENT.NS,Digicontent Limited,EQ,18-Jun-19,2.0,1,INE03JI01017,2,DGCONTENT
410,DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ,29-Mar-95,10.0,1,INE041A01016,10,DHAMPURSUG
411,DHANBANK.NS,Dhanlaxmi Bank Limited,EQ,1-Apr-04,10.0,1,INE680A01011,10,DHANBANK
412,DHANI.NS,Dhani Services Limited,EQ,2-Apr-08,2.0,1,INE274G01010,2,DHANI
413,DHANUKA.NS,Dhanuka Agritech Limited,EQ,29-Jun-11,2.0,1,INE435G01025,2,DHANUKA
414,DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ,8-Dec-22,10.0,1,INE00OQ01016,10,DHARMAJ
415,DHARSUGAR.NS,Dharani Sugars&Chemicals Limited,BZ,22-May-96,10.0,1,INE988C01014,10,DHARSUGAR
416,DHRUV.NS,Dhruv Consultancy Services Limited,EQ,25-Nov-21,10.0,1,INE506Z01015,10,DHRUV
417,DHUNINV.NS,Dhunseri Investments Limited,EQ,18-Mar-11,10.0,1,INE320L01011,10,DHUNINV
418,DIAMONDYD.NS,Prataap Snacks Limited,EQ,5-Oct-17,5.0,1,INE393P01035,5,DIAMONDYD
419,DICIND.NS,DIC India Limited,EQ,30-Aug-95,10.0,1,INE303A01010,10,DICIND
420,DIGISPICE.NS,DiGiSPICE Technologies Limited,EQ,27-May-08,3.0,1,INE927C01020,3,DIGISPICE
421,DIGJAMLMTD.NS,Digjam Limited,BE,18-Oct-21,10.0,1,INE731U01028,10,DIGJAMLMTD
422,DIL.NS,Debock Industries Limited,EQ,31-Mar-22,10.0,1,INE411Y01011,10,DIL
423,DISHTV.NS,Dish TV India Limited,EQ,18-Apr-07,1.0,1,INE836F01026,1,DISHTV
424,DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ,14-Mar-23,5.0,1,INE753U01022,5,DIVGIITTS
425,DIVISLAB.NS,Divi's Laboratories Limited,EQ,12-Mar-03,2.0,1,INE361B01024,2,DIVISLAB
426,DIXON.NS,Dixon Technologies (India) Limited,EQ,18-Sep-17,2.0,1,INE935N01020,2,DIXON
427,DJML.NS,DJ Mediaprint & Logistics Limited,EQ,5-Dec-22,10.0,1,INE0B1K01014,10,DJML
428,DLF.NS,DLF Limited,EQ,5-Jul-07,2.0,1,INE271C01023,2,DLF
429,DLINKINDIA.NS,D-Link (India) Limited,EQ,18-Dec-09,2.0,1,INE250K01012,2,DLINKINDIA
430,DMART.NS,Avenue Supermarts Limited,EQ,21-Mar-17,10.0,1,INE192R01011,10,DMART
431,DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,EQ,1-Dec-21,10.0,1,INE505A01010,10,DMCC
432,DNAMEDIA.NS,Diligent Media Corporation Limited,EQ,11-Dec-17,1.0,1,INE016M01021,1,DNAMEDIA
433,DODLA.NS,Dodla Dairy Limited,EQ,28-Jun-21,10.0,1,INE021O01019,10,DODLA
434,DOLATALGO.NS,Dolat Algotech Limited,EQ,19-Aug-19,1.0,1,INE966A01022,1,DOLATALGO
435,DOLLAR.NS,Dollar Industries Limited,EQ,21-Apr-17,2.0,1,INE325C01035,2,DOLLAR
436,DONEAR.NS,Donear Industries Limited,EQ,20-Dec-06,2.0,1,INE668D01028,2,DONEAR
437,DPABHUSHAN.NS,D. P. Abhushan Limited,EQ,3-Nov-20,10.0,1,INE266Y01019,10,DPABHUSHAN
438,DPSCLTD.NS,DPSC Limited,EQ,21-Apr-08,1.0,1,INE360C01024,1,DPSCLTD
439,DPWIRES.NS,D P Wires Limited,EQ,17-Jan-20,10.0,1,INE864X01013,10,DPWIRES
440,DRCSYSTEMS.NS,DRC Systems India Limited,EQ,10-Mar-21,1.0,1,INE03RS01027,1,DRCSYSTEMS
441,DREAMFOLKS.NS,Dreamfolks Services Limited,EQ,6-Sep-22,2.0,1,INE0JS101016,2,DREAMFOLKS
442,DREDGECORP.NS,Dredging Corporation of India Limited,EQ,15-Jan-04,10.0,1,INE506A01018,10,DREDGECORP
443,DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ,30-May-03,5.0,1,INE089A01023,5,DRREDDY
444,DSSL.NS,Dynacons Systems & Solutions Limited,EQ,1-Dec-11,10.0,1,INE417B01040,10,DSSL
445,DTIL.NS,Dhunseri Tea & Industries Limited,EQ,20-Jan-15,10.0,1,INE341R01014,10,DTIL
446,DUCON.NS,Ducon Infratechnologies Limited,BE,9-Oct-12,1.0,1,INE741L01018,1,DUCON
447,DVL.NS,Dhunseri Ventures Limited,EQ,11-Jan-08,10.0,1,INE477B01010,10,DVL
448,DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ,31-Dec-04,1.0,1,INE366A01041,1,DWARKESH
449,DYCL.NS,Dynamic Cables Limited,EQ,27-Jul-22,10.0,1,INE600Y01019,10,DYCL
450,DYNAMATECH.NS,Dynamatic Technologies Limited,EQ,14-Sep-06,10.0,1,INE221B01012,10,DYNAMATECH
451,DYNPRO.NS,Dynemic Products Limited,EQ,19-Jul-17,10.0,1,INE256H01015,10,DYNPRO
452,E2E.NS,E2E Networks Limited,EQ,12-Apr-22,10.0,1,INE255Z01019,10,E2E
453,EASEMYTRIP.NS,Easy Trip Planners Limited,EQ,19-Mar-21,1.0,1,INE07O001026,1,EASEMYTRIP
454,EASTSILK.NS,Eastern Silk Industries Limited,BE,3-Jul-96,2.0,1,INE962C01027,2,EASTSILK
455,ECLERX.NS,eClerx Services Limited,EQ,31-Dec-07,10.0,1,INE738I01010,10,ECLERX
456,EDELWEISS.NS,Edelweiss Financial Services Limited,EQ,12-Dec-07,1.0,1,INE532F01054,1,EDELWEISS
457,EICHERMOT.NS,Eicher Motors Limited,EQ,7-Sep-04,1.0,1,INE066A01021,1,EICHERMOT
458,EIDPARRY.NS,EID Parry India Limited,EQ,10-May-95,1.0,1,INE126A01031,1,EIDPARRY
459,EIFFL.NS,Euro India Fresh Foods Limited,EQ,12-Oct-21,10.0,1,INE546V01010,10,EIFFL
460,EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ,8-Apr-08,10.0,1,INE276C01014,10,EIHAHOTELS
461,EIHOTEL.NS,EIH Limited,EQ,8-Feb-95,2.0,1,INE230A01023,2,EIHOTEL
462,EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ,17-Apr-96,10.0,1,INE158B01016,10,EIMCOELECO
463,EKC.NS,Everest Kanto Cylinder Limited,EQ,15-Dec-05,2.0,1,INE184H01027,2,EKC
464,ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ,12-Apr-22,2.0,1,INE668G01021,2,ELDEHSG
465,ELECON.NS,Elecon Engineering Company Limited,EQ,29-Sep-06,2.0,1,INE205B01023,2,ELECON
466,ELECTCAST.NS,Electrosteel Castings Limited,EQ,20-Jun-03,1.0,1,INE086A01029,1,ELECTCAST
467,ELECTHERM.NS,Electrotherm (India) Limited,EQ,20-Aug-07,10.0,1,INE822G01016,10,ELECTHERM
468,ELGIEQUIP.NS,Elgi Equipments Limited,EQ,22-Nov-95,1.0,1,INE285A01027,1,ELGIEQUIP
469,ELGIRUBCO.NS,Elgi Rubber Company Limited,EQ,10-Aug-11,1.0,1,INE819L01012,1,ELGIRUBCO
470,ELIN.NS,Elin Electronics Limited,EQ,30-Dec-22,5.0,1,INE050401020,5,ELIN
471,EMAMILTD.NS,Emami Limited,EQ,3-Aug-06,1.0,1,INE548C01032,1,EMAMILTD
472,EMAMIPAP.NS,Emami Paper Mills Limited,EQ,30-May-19,2.0,1,INE830C01026,2,EMAMIPAP
473,EMAMIREAL.NS,Emami Realty Limited,EQ,28-Jul-10,2.0,1,INE778K01012,2,EMAMIREAL
474,EMIL.NS,Electronics Mart India Limited,EQ,17-Oct-22,10.0,1,INE02YR01019,10,EMIL
475,EMKAY.NS,Emkay Global Financial Services Limited,EQ,28-Apr-06,10.0,1,INE296H01011,10,EMKAY
476,EMMBI.NS,Emmbi Industries Limited,EQ,24-Feb-10,10.0,1,INE753K01015,10,EMMBI
477,EMUDHRA.NS,eMudhra Limited,EQ,1-Jun-22,5.0,1,INE01QM01018,5,EMUDHRA
478,ENDURANCE.NS,Endurance Technologies Limited,EQ,19-Oct-16,10.0,1,INE913H01037,10,ENDURANCE
479,ENERGYDEV.NS,Energy Development Company Limited,EQ,2-Nov-07,10.0,1,INE306C01019,10,ENERGYDEV
480,ENGINERSIN.NS,Engineers India Limited,EQ,20-Aug-97,5.0,1,INE510A01028,5,ENGINERSIN
481,ENIL.NS,Entertainment Network (India) Limited,EQ,15-Feb-06,10.0,1,INE265F01028,10,ENIL
482,EPL.NS,EPL Limited,EQ,11-Feb-02,2.0,1,INE255A01020,2,EPL
483,EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ,2-Nov-20,10.0,1,INE063P01018,10,EQUITASBNK
484,ERIS.NS,Eris Lifesciences Limited,EQ,29-Jun-17,1.0,1,INE406M01024,1,ERIS
485,EROSMEDIA.NS,Eros International Media Limited,EQ,6-Oct-10,10.0,1,INE416L01017,10,EROSMEDIA
486,ESABINDIA.NS,Esab India Limited,EQ,1-Nov-95,10.0,1,INE284A01012,10,ESABINDIA
487,ESCORTS.NS,Escorts Kubota Limited,EQ,1-Mar-95,10.0,1,INE042A01014,10,ESCORTS
488,ESSARSHPNG.NS,Essar Shipping Limited,EQ,15-Nov-11,10.0,1,INE122M01019,10,ESSARSHPNG
489,ESSENTIA.NS,Integra Essentia Limited,EQ,20-Aug-13,1.0,1,INE418N01035,1,ESSENTIA
490,ESTER.NS,Ester Industries Limited,EQ,20-Jun-11,5.0,1,INE778B01029,5,ESTER
491,ETHOSLTD.NS,Ethos Limited,EQ,30-May-22,10.0,1,INE04TZ01018,10,ETHOSLTD
492,EUROTEXIND.NS,Eurotex Industries and Exports Limited,EQ,31-Jan-96,10.0,1,INE022C01012,10,EUROTEXIND
493,EVEREADY.NS,Eveready Industries India Limited,EQ,27-Apr-05,5.0,1,INE128A01029,5,EVEREADY
494,EVERESTIND.NS,Everest Industries Limited,EQ,29-Mar-95,10.0,1,INE295A01018,10,EVERESTIND
495,EXCEL.NS,Excel Realty N Infra Limited,EQ,3-Aug-09,1.0,1,INE688J01023,1,EXCEL
496,EXCELINDUS.NS,Excel Industries Limited,EQ,16-Jun-04,5.0,1,INE369A01029,5,EXCELINDUS
497,EXIDEIND.NS,Exide Industries Limited,EQ,17-Jun-03,1.0,1,INE302A01020,1,EXIDEIND
498,EXPLEOSOL.NS,Expleo Solutions Limited,EQ,26-Oct-09,10.0,1,INE201K01015,10,EXPLEOSOL
499,EXXARO.NS,Exxaro Tiles Limited,EQ,16-Aug-21,10.0,1,INE0GFE01018,10,EXXARO
500,FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ,12-Apr-95,10.0,1,INE188A01015,10,FACT
501,FAIRCHEMOR.NS,Fairchem Organics Limited,EQ,24-Dec-20,10.0,1,INE0DNW01011,10,FAIRCHEMOR
502,FAZE3Q.NS,Faze Three Limited,EQ,18-Nov-22,10.0,1,INE963C01033,10,FAZE3Q
503,FCL.NS,Fineotex Chemical Limited,EQ,15-Jan-15,2.0,1,INE045J01026,2,FCL
504,FCONSUMER.NS,Future Consumer Limited,BE,4-Jul-13,6.0,1,INE220J01025,6,FCONSUMER
505,FCSSOFT.NS,FCS Software Solutions Limited,EQ,21-Sep-05,1.0,1,INE512B01022,1,FCSSOFT
506,FDC.NS,FDC Limited,EQ,7-Aug-97,1.0,1,INE258B01022,1,FDC
507,FEDERALBNK.NS,The Federal Bank  Limited,EQ,8-Feb-95,2.0,1,INE171A01029,2,FEDERALBNK
508,FIBERWEB.NS,Fiberweb (India) Limited,EQ,16-Feb-22,10.0,1,INE296C01020,10,FIBERWEB
509,FIEMIND.NS,Fiem Industries Limited,EQ,19-Oct-06,10.0,1,INE737H01014,10,FIEMIND
510,FILATEX.NS,Filatex India Limited,EQ,29-Aug-11,1.0,1,INE816B01035,1,FILATEX
511,FINCABLES.NS,Finolex Cables Limited,EQ,15-Feb-95,2.0,1,INE235A01022,2,FINCABLES
512,FINEORG.NS,Fine Organic Industries Limited,EQ,2-Jul-18,5.0,1,INE686Y01026,5,FINEORG
513,FINOPB.NS,Fino Payments Bank Limited,EQ,12-Nov-21,10.0,1,INE02NC01014,10,FINOPB
514,FINPIPE.NS,Finolex Industries Limited,EQ,8-Feb-95,2.0,1,INE183A01024,2,FINPIPE
515,FIVESTAR.NS,Five-Star Business Finance Limited,EQ,21-Nov-22,1.0,1,INE128S01021,1,FIVESTAR
516,FLEXITUFF.NS,Flexituff Ventures International Limited,EQ,19-Oct-11,10.0,1,INE060J01017,10,FLEXITUFF
517,FLFL.NS,Future Lifestyle Fashions Limited,BZ,1-Oct-13,2.0,1,INE452O01016,2,FLFL
518,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ,16-Oct-19,1.0,1,INE09N301011,1,FLUOROCHEM
519,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ,8-Feb-95,10.0,1,INE529A01010,10,FMGOETZE
520,FMNL.NS,Future Market Networks Limited,BE,31-Dec-10,10.0,1,INE360L01017,10,FMNL
521,FOCUS.NS,Focus Lighting and Fixtures Limited,EQ,24-Nov-21,10.0,1,INE593W01010,10,FOCUS
522,FOODSIN.NS,Foods & Inns Limited,EQ,16-Nov-21,1.0,1,INE976E01023,1,FOODSIN
523,FORCEMOT.NS,FORCE MOTORS LTD,EQ,3-Nov-94,10.0,1,INE451A01017,10,FORCEMOT
524,FORTIS.NS,Fortis Healthcare Limited,EQ,9-May-07,10.0,1,INE061F01013,10,FORTIS
525,FOSECOIND.NS,Foseco India Limited,EQ,5-May-03,10.0,1,INE519A01011,10,FOSECOIND
526,FSL.NS,Firstsource Solutions Limited,EQ,22-Feb-07,10.0,1,INE684F01012,10,FSL
527,FUSION.NS,Fusion Micro Finance Limited,EQ,15-Nov-22,10.0,1,INE139R01012,10,FUSION
528,GABRIEL.NS,Gabriel India Limited,EQ,20-Apr-05,1.0,1,INE524A01029,1,GABRIEL
529,GAEL.NS,Gujarat Ambuja Exports Limited,EQ,11-Oct-00,1.0,1,INE036B01030,1,GAEL
530,GAIL.NS,GAIL (India) Limited,EQ,2-Apr-97,10.0,1,INE129A01019,10,GAIL
531,GAL.NS,Gyscoal Alloys Limited,EQ,27-Oct-10,1.0,1,INE482J01021,1,GAL
532,GALAXYSURF.NS,Galaxy Surfactants Limited,EQ,8-Feb-18,10.0,1,INE600K01018,10,GALAXYSURF
533,GALLANTT.NS,Gallantt Ispat Limited,EQ,4-Apr-06,10.0,1,INE297H01019,10,GALLANTT
534,GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ,31-Jan-07,5.0,1,INE524B01027,5,GANDHITUBE
535,GANECOS.NS,Ganesha Ecosphere Limited,EQ,9-Mar-15,10.0,1,INE845D01014,10,GANECOS
536,GANESHBE.NS,Ganesh Benzoplast Limited,EQ,16-Sep-21,1.0,1,INE388A01029,1,GANESHBE
537,GANESHHOUC.NS,Ganesh Housing Corporation Limited,EQ,2-Mar-07,10.0,1,INE460C01014,10,GANESHHOUC
538,GANGAFORGE.NS,Ganga Forging Limited,EQ,6-Jul-21,1.0,1,INE691Z01023,1,GANGAFORGE
