,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SYMBOL1
773,INTENTECH.NS,Intense Technologies Limited,EQ,23-Mar-17,2.0,1,INE781A01025,2,INTENTECH
774,INTLCONV.NS,International Conveyors Limited,EQ,16-Sep-21,1.0,1,INE575C01027,1,INTLCONV
775,INVENTURE.NS,Inventure Growth & Securities Limited,EQ,4-Aug-11,1.0,1,INE878H01024,1,INVENTURE
776,IOB.NS,Indian Overseas Bank,EQ,7-Dec-00,10.0,1,INE565A01014,10,IOB
777,IOC.NS,Indian Oil Corporation Limited,EQ,24-Jul-96,10.0,1,INE242A01010,10,IOC
778,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ,8-Nov-10,10.0,1,INE485C01011,10,IOLCP
779,IONEXCHANG.NS,ION Exchange (India) Limited,EQ,22-Feb-22,10.0,1,INE570A01014,10,IONEXCHANG
780,IPCALAB.NS,IPCA Laboratories Limited,EQ,8-Feb-95,1.0,1,INE571A01038,1,IPCALAB
781,IPL.NS,India Pesticides Limited,EQ,5-Jul-21,1.0,1,INE0D6701023,1,IPL
782,IRB.NS,IRB Infrastructure Developers Limited,EQ,25-Feb-08,1.0,1,INE821I01022,1,IRB
783,IRCON.NS,Ircon International Limited,EQ,28-Sep-18,2.0,1,INE962Y01021,2,IRCON
784,IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-19,2.0,1,INE335Y01020,2,IRCTC
785,IRFC.NS,Indian Railway Finance Corporation Limited,EQ,29-Jan-21,10.0,1,INE053F01010,10,IRFC
786,IRIS.NS,Iris Business Services Limited,EQ,8-Nov-21,10.0,1,INE864K01010,10,IRIS
787,IRISDOREME.NS,Iris Clothings Limited,EQ,22-Feb-21,10.0,1,INE01GN01017,10,IRISDOREME
788,ISEC.NS,ICICI Securities Limited,EQ,4-Apr-18,5.0,1,INE763G01038,5,ISEC
789,ISFT.NS,Intrasoft Technologies Limited,EQ,12-Apr-10,10.0,1,INE566K01011,10,ISFT
790,ISGEC.NS,Isgec Heavy Engineering Limited,EQ,5-May-21,1.0,1,INE858B01029,1,ISGEC
791,ISMTLTD.NS,ISMT Limited,EQ,28-Aug-07,5.0,1,INE732F01019,5,ISMTLTD
792,ITC.NS,ITC Limited,EQ,23-Aug-95,1.0,1,INE154A01025,1,ITC
793,ITDC.NS,India Tourism Development Corporation Limited,EQ,30-Dec-16,10.0,1,INE353K01014,10,ITDC
794,ITDCEM.NS,ITD Cementation India Limited,EQ,10-Feb-99,1.0,1,INE686A01026,1,ITDCEM
795,ITI.NS,ITI Limited,EQ,15-Sep-03,10.0,1,INE248A01017,10,ITI
796,IVC.NS,IL&FS Investment Managers Limited,EQ,15-Sep-99,2.0,1,INE050B01023,2,IVC
797,IVP.NS,IVP Limited,EQ,13-Sep-95,10.0,1,INE043C01018,10,IVP
798,IWEL.NS,Inox Wind Energy Limited,EQ,11-Jun-21,10.0,1,INE0FLR01028,10,IWEL
799,IZMO.NS,IZMO Limited,EQ,5-Feb-07,10.0,1,INE848A01014,10,IZMO
800,J&KBANK.NS,The Jammu & Kashmir Bank Limited,EQ,22-Jul-98,1.0,1,INE168A01041,1,J&KBANK
801,JAGRAN.NS,Jagran Prakashan Limited,EQ,22-Feb-06,2.0,1,INE199G01027,2,JAGRAN
802,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ,1-Mar-00,5.0,1,INE048B01027,5,JAGSNPHARM
803,JAIBALAJI.NS,Jai Balaji Industries Limited,EQ,9-Dec-03,10.0,1,INE091G01018,10,JAIBALAJI
804,JAICORPLTD.NS,Jai Corp Limited,EQ,26-Nov-97,1.0,1,INE070D01027,1,JAICORPLTD
805,JAIPURKURT.NS,Nandani Creation Limited,EQ,2-Sep-21,10.0,1,INE696V01013,10,JAIPURKURT
806,JAMNAAUTO.NS,Jamna Auto Industries Limited,EQ,10-Dec-10,1.0,1,INE039C01032,1,JAMNAAUTO
807,JASH.NS,Jash Engineering Limited,EQ,30-Oct-19,10.0,1,INE039O01011,10,JASH
808,JAYAGROGN.NS,Jayant Agro Organics Limited,EQ,17-Apr-96,5.0,1,INE785A01026,5,JAYAGROGN
809,JAYBARMARU.NS,Jay Bharat Maruti Limited,EQ,3-Jan-96,5.0,1,INE571B01028,5,JAYBARMARU
810,JAYNECOIND.NS,Jayaswal Neco Industries Limited,EQ,10-May-95,10.0,1,INE854B01010,10,JAYNECOIND
811,JAYSREETEA.NS,Jayshree Tea & Industries Limited,EQ,15-Feb-95,5.0,1,INE364A01020,5,JAYSREETEA
812,JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-03,2.0,1,INE572A01028,2,JBCHEPHARM
813,JBMA.NS,JBM Auto Limited,EQ,17-Dec-04,2.0,1,INE927D01044,2,JBMA
814,JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,3-Jan-00,10.0,1,INE782A01015,10,JCHAC
815,JETAIRWAYS.NS,Jet Airways (India) Limited,BZ,14-Mar-05,10.0,1,INE802G01018,10,JETAIRWAYS
816,JETFREIGHT.NS,Jet Freight Logistics Limited,EQ,21-Dec-21,5.0,1,INE982V01025,5,JETFREIGHT
817,JHS.NS,JHS Svendgaard Laboratories Limited,EQ,21-Oct-06,10.0,1,INE544H01014,10,JHS
818,JINDALPHOT.NS,Jindal Photo Limited,EQ,7-Apr-05,10.0,1,INE796G01012,10,JINDALPHOT
819,JINDALPOLY.NS,Jindal Poly Films Limited,EQ,21-Jan-02,10.0,1,INE197D01010,10,JINDALPOLY
820,JINDALSAW.NS,Jindal Saw Limited,EQ,29-Apr-03,2.0,1,INE324A01024,2,JINDALSAW
821,JINDALSTEL.NS,Jindal Steel & Power Limited,EQ,29-Dec-99,1.0,1,INE749A01030,1,JINDALSTEL
822,JINDRILL.NS,Jindal Drilling And Industries Limited,EQ,22-Dec-06,5.0,1,INE742C01031,5,JINDRILL
823,JINDWORLD.NS,Jindal Worldwide Limited,EQ,25-Nov-10,1.0,1,INE247D01039,1,JINDWORLD
824,JISLDVREQS.NS,Jain Irrigation Systems Limited,EQ,30-Nov-11,2.0,1,IN9175A01010,2,JISLDVREQS
825,JISLJALEQS.NS,Jain Irrigation Systems Limited,EQ,13-Aug-01,2.0,1,INE175A01038,2,JISLJALEQS
826,JITFINFRA.NS,JITF Infralogistics Limited,BE,27-Feb-17,2.0,1,INE863T01013,2,JITFINFRA
827,JKCEMENT.NS,JK Cement Limited,EQ,14-Mar-06,10.0,1,INE823G01014,10,JKCEMENT
828,JKIL.NS,J.Kumar Infraprojects Limited,EQ,12-Feb-08,5.0,1,INE576I01022,5,JKIL
829,JKLAKSHMI.NS,JK Lakshmi Cement Limited,EQ,19-Jun-06,5.0,1,INE786A01032,5,JKLAKSHMI
830,JKPAPER.NS,JK Paper Limited,EQ,16-Jun-05,10.0,1,INE789E01012,10,JKPAPER
831,JKTYRE.NS,JK Tyre & Industries Limited,EQ,19-Mar-07,2.0,1,INE573A01042,2,JKTYRE
832,JMA.NS,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-15,2.0,1,INE412C01023,2,JMA
833,JMFINANCIL.NS,JM Financial Limited,EQ,10-Oct-06,1.0,1,INE780C01023,1,JMFINANCIL
834,JOCIL.NS,Jocil Limited,EQ,8-Oct-08,10.0,1,INE839G01010,10,JOCIL
835,JPASSOCIAT.NS,Jaiprakash Associates Limited,EQ,14-Jun-04,2.0,1,INE455F01025,2,JPASSOCIAT
836,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,EQ,11-Nov-13,10.0,1,INE147P01019,10,JPOLYINVST
837,JPPOWER.NS,Jaiprakash Power Ventures Limited,EQ,18-Apr-05,10.0,1,INE351F01018,10,JPPOWER
838,JSL.NS,Jindal Stainless Limited,EQ,17-Nov-03,2.0,1,INE220G01021,2,JSL
839,JSWENERGY.NS,JSW Energy Limited,EQ,4-Jan-10,10.0,1,INE121E01018,10,JSWENERGY
840,JSWHL.NS,JSW Holdings Limited,EQ,21-Jun-05,10.0,1,INE824G01012,10,JSWHL
841,JSWISPL.NS,JSW Ispat Special Products Limited,EQ,12-Sep-18,10.0,1,INE743C01021,10,JSWISPL
842,JSWSTEEL.NS,JSW Steel Limited,EQ,23-Mar-05,1.0,1,INE019A01038,1,JSWSTEEL
843,JTEKTINDIA.NS,Jtekt India Limited,EQ,12-Jan-04,1.0,1,INE643A01035,1,JTEKTINDIA
844,JTLIND.NS,JTL INDUSTRIES LIMITED,EQ,23-Dec-21,2.0,1,INE391J01024,2,JTLIND
845,JUBLFOOD.NS,Jubilant Foodworks Limited,EQ,8-Feb-10,2.0,1,INE797F01020,2,JUBLFOOD
846,JUBLINDS.NS,Jubilant Industries Limited,EQ,14-Feb-11,10.0,1,INE645L01011,10,JUBLINDS
847,JUBLINGREA.NS,Jubilant Ingrevia Limited,EQ,19-Mar-21,1.0,1,INE0BY001018,1,JUBLINGREA
848,JUBLPHARMA.NS,Jubilant Pharmova Limited,EQ,16-Jun-03,1.0,1,INE700A01033,1,JUBLPHARMA
849,JUSTDIAL.NS,Just Dial Limited,EQ,5-Jun-13,10.0,1,INE599M01018,10,JUSTDIAL
850,JWL.NS,Jupiter Wagons Limited,EQ,18-Oct-10,10.0,1,INE209L01016,10,JWL
851,JYOTHYLAB.NS,Jyothy Labs Limited,EQ,19-Dec-07,1.0,1,INE668F01031,1,JYOTHYLAB
852,JYOTISTRUC.NS,Jyoti Structures Limited,BZ,19-Jul-95,2.0,1,INE197A01024,2,JYOTISTRUC
853,KABRAEXTRU.NS,Kabra Extrusion Technik Limited,EQ,6-Sep-95,5.0,1,INE900B01029,5,KABRAEXTRU
854,KAJARIACER.NS,Kajaria Ceramics Limited,EQ,1-Jun-04,1.0,1,INE217B01036,1,KAJARIACER
855,KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,EQ,13-Dec-95,10.0,1,INE437B01014,10,KAKATCEM
856,KALPATPOWR.NS,Kalpataru Power Transmission Limited,EQ,15-Dec-00,2.0,1,INE220B01022,2,KALPATPOWR
857,KALYANI.NS,Kalyani Commercials Limited,BE,13-Feb-17,10.0,1,INE610E01010,10,KALYANI
858,KALYANIFRG.NS,Kalyani Forge Limited,BE,20-Dec-07,10.0,1,INE314G01014,10,KALYANIFRG
859,KALYANKJIL.NS,Kalyan Jewellers India Limited,EQ,26-Mar-21,10.0,1,INE303R01014,10,KALYANKJIL
860,KAMATHOTEL.NS,Kamat Hotels (I) Limited,EQ,29-May-96,10.0,1,INE967C01018,10,KAMATHOTEL
861,KAMDHENU.NS,Kamdhenu Limited,EQ,9-May-06,10.0,1,INE390H01012,10,KAMDHENU
862,KAMOPAINTS.NS,Kamdhenu Ventures Limited,EQ,24-Jan-23,5.0,1,INE0BTI01029,5,KAMOPAINTS
863,KANANIIND.NS,Kanani Industries Limited,EQ,14-Dec-11,1.0,1,INE879E01037,1,KANANIIND
864,KANORICHEM.NS,Kanoria Chemicals & Industries Limited,EQ,8-Feb-95,5.0,1,INE138C01024,5,KANORICHEM
865,KANPRPLA.NS,Kanpur Plastipack Limited,EQ,1-Jan-21,10.0,1,INE694E01014,10,KANPRPLA
866,KANSAINER.NS,Kansai Nerolac Paints Limited,EQ,15-Sep-03,1.0,1,INE531A01024,1,KANSAINER
867,KAPSTON.NS,Kapston Services Limited,EQ,27-May-20,10.0,1,INE542Z01010,10,KAPSTON
868,KARMAENG.NS,Karma Energy Limited,BE,28-Jun-11,10.0,1,INE725L01011,10,KARMAENG
869,KARURVYSYA.NS,Karur Vysya Bank Limited,EQ,26-Jul-00,2.0,1,INE036D01028,2,KARURVYSYA
870,KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,EQ,14-Dec-07,10.0,1,INE234I01010,10,KAUSHALYA
871,KAVVERITEL.NS,Kavveri Telecom Products Limited,EQ,29-Jan-08,10.0,1,INE641C01019,10,KAVVERITEL
872,KAYA.NS,Kaya Limited,EQ,14-Aug-15,10.0,1,INE587G01015,10,KAYA
873,KAYNES.NS,Kaynes Technology India Limited,EQ,22-Nov-22,10.0,1,INE918Z01012,10,KAYNES
874,KBCGLOBAL.NS,KBC Global Limited,BE,2-Apr-18,1.0,1,INE278R01034,1,KBCGLOBAL
875,KCP.NS,KCP Limited,EQ,9-Apr-97,1.0,1,INE805C01028,1,KCP
876,KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,EQ,11-Jun-97,1.0,1,INE790B01024,1,KCPSUGIND
877,KDDL.NS,KDDL Limited,EQ,23-Mar-16,10.0,1,INE291D01011,10,KDDL
878,KEC.NS,KEC International Limited,EQ,10-Mar-06,2.0,1,INE389H01022,2,KEC
879,KECL.NS,Kirloskar Electric Company Limited,EQ,9-Mar-10,10.0,1,INE134B01017,10,KECL
880,KEEPLEARN.NS,DSJ Keep Learning Limited,BE,1-Mar-95,1.0,1,INE055C01020,1,KEEPLEARN
881,KEI.NS,KEI Industries Limited,EQ,23-Mar-06,2.0,1,INE878B01027,2,KEI
882,KELLTONTEC.NS,Kellton Tech Solutions Limited,EQ,2-Mar-16,5.0,1,INE164B01022,5,KELLTONTEC
883,KENNAMET.NS,Kennametal India Limited,EQ,3-Nov-94,10.0,1,INE717A01029,10,KENNAMET
884,KERNEX.NS,Kernex Microsystems (India) Limited,BE,20-Dec-05,10.0,1,INE202H01019,10,KERNEX
885,KESORAMIND.NS,Kesoram Industries Limited,EQ,6-Sep-95,10.0,1,INE087A01019,10,KESORAMIND
886,KEYFINSERV.NS,Keynote Financial Services Limited,EQ,26-Jun-96,10.0,1,INE681C01015,10,KEYFINSERV
887,KFINTECH.NS,Kfin Technologies Limited,EQ,29-Dec-22,10.0,1,INE138Y01010,10,KFINTECH
888,KHADIM.NS,Khadim India Limited,EQ,14-Nov-17,10.0,1,INE834I01025,10,KHADIM
889,KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,EQ,30-Oct-20,1.0,1,INE745B01028,1,KHAICHEM
890,KHAITANLTD.NS,Khaitan (India) Limited,EQ,20-Dec-95,10.0,1,INE731C01018,10,KHAITANLTD
891,KHANDSE.NS,Khandwala Securities Limited,EQ,7-Feb-01,10.0,1,INE060B01014,10,KHANDSE
892,KICL.NS,Kalyani Investment Company Limited,EQ,14-Jan-11,10.0,1,INE029L01018,10,KICL
893,KILITCH.NS,Kilitch Drugs (India) Limited,EQ,29-Sep-10,10.0,1,INE729D01010,10,KILITCH
894,KIMS.NS,Krishna Institute of Medical Sciences Limited,EQ,28-Jun-21,10.0,1,INE967H01017,10,KIMS
895,KINGFA.NS,Kingfa Science & Technology (India) Limited,EQ,15-Nov-16,10.0,1,INE473D01015,10,KINGFA
896,KIOCL.NS,KIOCL Limited,EQ,29-Nov-16,10.0,1,INE880L01014,10,KIOCL
897,KIRIINDUS.NS,Kiri Industries Limited,EQ,22-Apr-08,10.0,1,INE415I01015,10,KIRIINDUS
898,KIRLFER.NS,Kirloskar Ferrous Industries Ltd,EQ,13-Nov-19,5.0,1,INE884B01025,5,KIRLFER
899,KIRLOSBROS.NS,Kirloskar Brothers Limited,EQ,20-Apr-10,2.0,1,INE732A01036,2,KIRLOSBROS
900,KIRLOSENG.NS,Kirloskar Oil Engines Limited,EQ,24-Dec-10,2.0,1,INE146L01010,2,KIRLOSENG
901,KIRLOSIND.NS,Kirloskar Industries Limited,EQ,24-Jun-10,10.0,1,INE250A01039,10,KIRLOSIND
902,KIRLPNU.NS,Kirloskar Pneumatic Company Limited,EQ,26-Apr-23,2.0,1,INE811A01020,2,KIRLPNU
903,KITEX.NS,Kitex Garments Limited,EQ,25-Sep-12,1.0,1,INE602G01020,1,KITEX
904,KKCL.NS,Kewal Kiran Clothing Limited,EQ,13-Apr-06,10.0,1,INE401H01017,10,KKCL
905,KMSUGAR.NS,K.M.Sugar Mills Limited,EQ,31-May-07,2.0,1,INE157H01023,2,KMSUGAR
906,KNRCON.NS,KNR Constructions Limited,EQ,18-Feb-08,2.0,1,INE634I01029,2,KNRCON
907,KOHINOOR.NS,Kohinoor Foods Limited,EQ,20-Oct-99,10.0,1,INE080B01012,10,KOHINOOR
908,KOKUYOCMLN.NS,Kokuyo Camlin Limited,EQ,28-Jul-08,1.0,1,INE760A01029,1,KOKUYOCMLN
909,KOLTEPATIL.NS,Kolte - Patil Developers Limited,EQ,13-Dec-07,10.0,1,INE094I01018,10,KOLTEPATIL
910,KOPRAN.NS,Kopran Limited,EQ,9-Jun-99,10.0,1,INE082A01010,10,KOPRAN
911,KOTAKBANK.NS,Kotak Mahindra Bank Limited,EQ,20-Dec-95,5.0,1,INE237A01028,5,KOTAKBANK
912,KOTARISUG.NS,Kothari Sugars And Chemicals Limited,EQ,13-Dec-04,10.0,1,INE419A01022,10,KOTARISUG
913,KOTHARIPET.NS,Kothari Petrochemicals Limited,EQ,2-Nov-96,10.0,1,INE720A01015,10,KOTHARIPET
914,KOTHARIPRO.NS,Kothari Products Limited,EQ,3-Jun-98,10.0,1,INE823A01017,10,KOTHARIPRO
915,KOVAI.NS,Kovai Medical Center and Hospital Limited,EQ,5-Aug-21,10.0,1,INE177F01017,10,KOVAI
916,KPIGREEN.NS,KPI Green Energy Limited,EQ,27-Jul-21,10.0,1,INE542W01017,10,KPIGREEN
917,KPITTECH.NS,KPIT Technologies Limited,EQ,22-Apr-19,10.0,1,INE04I401011,10,KPITTECH
918,KPRMILL.NS,K.P.R. Mill Limited,EQ,28-Aug-07,1.0,1,INE930H01031,1,KPRMILL
919,KRBL.NS,KRBL Limited,EQ,21-Jan-02,1.0,1,INE001B01026,1,KRBL
920,KREBSBIO.NS,Krebs Biochemicals and Industries Limited,BE,3-Jan-96,10.0,1,INE268B01013,10,KREBSBIO
921,KRIDHANINF.NS,Kridhan Infra Limited,BE,11-Dec-15,2.0,1,INE524L01026,2,KRIDHANINF
922,KRISHANA.NS,Krishana Phoschem Limited,EQ,22-Aug-19,10.0,1,INE506W01012,10,KRISHANA
923,KRITI.NS,Kriti Industries (India) Limited,EQ,1-Nov-21,1.0,1,INE479D01038,1,KRITI
924,KRITIKA.NS,Kritika Wires Limited,EQ,4-May-22,2.0,1,INE00Z501029,2,KRITIKA
925,KRITINUT.NS,Kriti Nutrients Limited,EQ,7-Oct-22,1.0,1,INE798K01010,1,KRITINUT
926,KRSNAA.NS,Krsnaa Diagnostics Limited,EQ,16-Aug-21,5.0,1,INE08LI01020,5,KRSNAA
927,KSB.NS,Ksb Limited,EQ,8-Feb-95,10.0,1,INE999A01015,10,KSB
928,KSCL.NS,Kaveri Seed Company Limited,EQ,4-Oct-07,2.0,1,INE455I01029,2,KSCL
929,KSHITIJPOL.NS,Kshitij Polyline Limited,EQ,27-Jul-22,2.0,1,INE013801027,2,KSHITIJPOL
930,KSL.NS,Kalyani Steels Limited,EQ,19-May-10,5.0,1,INE907A01026,5,KSL
931,KSOLVES.NS,Ksolves India Limited,EQ,23-Sep-22,10.0,1,INE0D6I01015,10,KSOLVES
932,KTKBANK.NS,The Karnataka Bank Limited,EQ,10-May-00,10.0,1,INE614B01018,10,KTKBANK
933,KUANTUM.NS,Kuantum Papers Limited,EQ,23-Oct-19,1.0,1,INE529I01021,1,KUANTUM
934,L&TFH.NS,L&T Finance Holdings Limited,EQ,12-Aug-11,10.0,1,INE498L01015,10,L&TFH
935,LAGNAM.NS,Lagnam Spintex Limited,EQ,30-Sep-21,10.0,1,INE548Z01017,10,LAGNAM
936,LAKPRE.NS,Lakshmi Precision Screws Limited,BZ,26-Sep-06,10.0,1,INE651C01018,10,LAKPRE
937,LAL.NS,Lorenzini Apparels Limited,EQ,10-Apr-23,10.0,1,INE740X01015,10,LAL
938,LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,EQ,23-Dec-15,10.0,1,INE600L01024,10,LALPATHLAB
939,LAMBODHARA.NS,Lambodhara Textiles Limited,EQ,4-Feb-15,5.0,1,INE112F01022,5,LAMBODHARA
940,LANCER.NS,Lancer Container Lines Limited,EQ,10-May-22,5.0,1,INE359U01028,5,LANCER
941,LANDMARK.NS,Landmark Cars Limited,EQ,23-Dec-22,5.0,1,INE559R01029,5,LANDMARK
942,LAOPALA.NS,La Opala RG Limited,EQ,16-Mar-07,2.0,1,INE059D01020,2,LAOPALA
943,LASA.NS,Lasa Supergenerics Limited,EQ,21-Sep-17,10.0,1,INE670X01014,10,LASA
944,LATENTVIEW.NS,Latent View Analytics Limited,EQ,23-Nov-21,1.0,1,INE0I7C01011,1,LATENTVIEW
945,LAURUSLABS.NS,Laurus Labs Limited,EQ,19-Dec-16,2.0,1,INE947Q01028,2,LAURUSLABS
946,LAXMICOT.NS,Laxmi Cotspin Limited,EQ,12-Nov-21,10.0,1,INE801V01019,10,LAXMICOT
947,LAXMIMACH.NS,Lakshmi Machine Works Limited,EQ,29-Mar-95,10.0,1,INE269B01029,10,LAXMIMACH
948,LCCINFOTEC.NS,LCC Infotech Limited,EQ,2-Mar-00,2.0,1,INE938A01021,2,LCCINFOTEC
949,LEMONTREE.NS,Lemon Tree Hotels Limited,EQ,9-Apr-18,10.0,1,INE970X01018,10,LEMONTREE
950,LEXUS.NS,Lexus Granito (India) Limited,EQ,13-Mar-23,10.0,1,INE500X01013,10,LEXUS
951,LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-15,10.0,1,INE850E01012,10,LFIC
952,LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,EQ,30-Mar-10,10.0,1,INE337A01034,10,LGBBROSLTD
953,LGBFORGE.NS,LGB Forge Limited,EQ,1-Aug-08,1.0,1,INE201J01017,1,LGBFORGE
954,LIBAS.NS,Libas Consumer Products Limited,EQ,23-Jul-19,10.0,1,INE908V01012,10,LIBAS
955,LIBERTSHOE.NS,Liberty Shoes Limited,EQ,27-Sep-95,10.0,1,INE557B01019,10,LIBERTSHOE
956,LICHSGFIN.NS,LIC Housing Finance Limited,EQ,29-Jul-98,2.0,1,INE115A01026,2,LICHSGFIN
957,LICI.NS,Life Insurance Corporation Of India,EQ,17-May-22,10.0,1,INE0J1Y01017,10,LICI
958,LIKHITHA.NS,Likhitha Infrastructure Limited,EQ,15-Oct-20,5.0,1,INE060901027,5,LIKHITHA
959,LINC.NS,Linc Limited,EQ,9-Mar-15,10.0,1,INE802B01019,10,LINC
960,LINCOLN.NS,Lincoln Pharmaceuticals Limited,EQ,17-Dec-15,10.0,1,INE405C01035,10,LINCOLN
961,LINDEINDIA.NS,Linde India Limited,EQ,16-Jun-99,10.0,1,INE473A01011,10,LINDEINDIA
962,LODHA.NS,Macrotech Developers Limited,EQ,19-Apr-21,10.0,1,INE670K01029,10,LODHA
963,LOKESHMACH.NS,Lokesh Machines Limited,EQ,5-May-06,10.0,1,INE397H01017,10,LOKESHMACH
964,LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,EQ,11-Jul-08,10.0,1,INE947I01017,10,LOTUSEYE
965,LOVABLE.NS,Lovable Lingerie Limited,EQ,24-Mar-11,10.0,1,INE597L01014,10,LOVABLE
966,LOYALTEX.NS,Loyal Textile Mills Limited,EQ,11-Aug-22,10.0,1,INE970D01010,10,LOYALTEX
967,LPDC.NS,Landmark Property Development Company Limited,EQ,12-Aug-08,1.0,1,INE197J01017,1,LPDC
968,LSIL.NS,Lloyds Steels Industries Limited,EQ,18-Jul-16,1.0,1,INE093R01011,1,LSIL
969,LT.NS,Larsen & Toubro Limited,EQ,23-Jun-04,2.0,1,INE018A01030,2,LT
970,LTIM.NS,LTIMindtree Limited,EQ,21-Jul-16,1.0,1,INE214T01019,1,LTIM
971,LTTS.NS,L&T Technology Services Limited,EQ,23-Sep-16,2.0,1,INE010V01017,2,LTTS
972,LUMAXIND.NS,Lumax Industries Limited,EQ,6-Sep-95,10.0,1,INE162B01018,10,LUMAXIND
973,LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ,16-Jan-07,2.0,1,INE872H01027,2,LUMAXTECH
974,LUPIN.NS,Lupin Limited,EQ,10-Sep-01,2.0,1,INE326A01037,2,LUPIN
975,LUXIND.NS,Lux Industries Limited,EQ,30-Nov-15,2.0,1,INE150G01020,2,LUXIND
976,LXCHEM.NS,Laxmi Organic Industries Limited,EQ,25-Mar-21,2.0,1,INE576O01020,2,LXCHEM
977,LYKALABS.NS,Lyka Labs Limited,EQ,8-Feb-95,10.0,1,INE933A01014,10,LYKALABS
978,LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,EQ,5-Nov-13,10.0,1,INE142K01011,10,LYPSAGEMS
979,M&M.NS,Mahindra & Mahindra Limited,EQ,3-Jan-96,5.0,1,INE101A01026,5,M&M
980,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-06,2.0,1,INE774D01024,2,M&MFIN
981,MAANALU.NS,Maan Aluminium Limited,EQ,22-Oct-07,10.0,1,INE215I01019,10,MAANALU
982,MACPOWER.NS,Macpower CNC Machines Limited,EQ,19-Aug-20,10.0,1,INE155Z01011,10,MACPOWER
983,MADHAV.NS,Madhav Marbles and Granites Limited,EQ,20-Dec-07,10.0,1,INE925C01016,10,MADHAV
984,MADHUCON.NS,Madhucon Projects Limited,BE,5-Oct-06,1.0,1,INE378D01032,1,MADHUCON
985,MADRASFERT.NS,Madras Fertilizers Limited,EQ,25-Jul-97,10.0,1,INE414A01015,10,MADRASFERT
986,MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ,28-Jul-17,10.0,1,INE347W01011,10,MAGADSUGAR
987,MAGNUM.NS,Magnum Ventures Limited,EQ,20-Sep-07,10.0,1,INE387I01016,10,MAGNUM
988,MAHABANK.NS,Bank of Maharashtra,EQ,12-Apr-04,10.0,1,INE457A01014,10,MAHABANK
989,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,EQ,21-Jan-98,10.0,1,INE843B01013,10,MAHAPEXLTD
990,MAHASTEEL.NS,Mahamaya Steel Industries Limited,EQ,1-Jul-16,10.0,1,INE451L01014,10,MAHASTEEL
991,MAHEPC.NS,Mahindra EPC Irrigation Limited,EQ,14-Feb-20,10.0,1,INE215D01010,10,MAHEPC
992,MAHESHWARI.NS,Maheshwari Logistics Limited,EQ,15-Apr-19,10.0,1,INE263W01010,10,MAHESHWARI
993,MAHINDCIE.NS,Mahindra CIE Automotive Limited,EQ,30-Aug-07,10.0,1,INE536H01010,10,MAHINDCIE
994,MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,10-May-00,10.0,1,INE813A01018,10,MAHLIFE
995,MAHLOG.NS,Mahindra Logistics Limited,EQ,10-Nov-17,10.0,1,INE766P01016,10,MAHLOG
996,MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,8-Feb-95,10.0,1,INE288A01013,10,MAHSCOOTER
997,MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,25-Aug-04,5.0,1,INE271B01025,5,MAHSEAMLES
998,MAITHANALL.NS,Maithan Alloys Limited,EQ,5-Jul-11,10.0,1,INE683C01011,10,MAITHANALL
999,MALLCOM.NS,Mallcom (India) Limited,EQ,2-Feb-22,10.0,1,INE389C01015,10,MALLCOM
1000,MALUPAPER.NS,Malu Paper Mills Limited,EQ,5-Apr-06,10.0,1,INE383H01017,10,MALUPAPER
1001,MANAKALUCO.NS,Manaksia Aluminium Company Limited,EQ,30-Mar-15,1.0,1,INE859Q01017,1,MANAKALUCO
1002,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,EQ,30-Mar-15,1.0,1,INE830Q01018,1,MANAKCOAT
1003,MANAKSIA.NS,Manaksia Limited,EQ,8-Jan-08,2.0,1,INE015D01022,2,MANAKSIA
